"SourceSystem","TargetSystem","EdgeType","Evidence","Strength","Impact","Notes","EvidenceSource"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_TunicOfAegis.cs:Server.Items.TunicOfAegis:v1","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_TunicOfBane.cs:Server.Items.TunicOfBane:v2","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_TunicOfFire.cs:Server.Items.TunicOfFire:v1","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_TunicOfTheFallenKing.cs:Server.Items.TunicOfTheFallenKing:v1","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_TunicOfTheHarrower.cs:Server.Items.TunicOfTheHarrower:v1","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_VampiresRobe.cs:Server.Items.VampiresRobe:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_VampiricDaisho.cs:Server.Items.VampiricDaisho:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_VioletCourage.cs:Server.Items.VioletCourage:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_VoiceOfTheFallenKing.cs:Server.Items.VoiceOfTheFallenKing:v1","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_WarriorsClasp.cs:Server.Items.WarriorsClasp:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_WildfireBow.cs:Server.Items.WildfireBow:vUnknown","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status NeedsSourceReview.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_Windsong.cs:Server.Items.Windsong:vUnknown","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status NeedsSourceReview.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_WizardsPants.cs:Server.Items.WizardsPants:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_WrathOfTheDryad.cs:Server.Items.WrathOfTheDryad:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_YashimotosHatsuburi.cs:Server.Items.YashimotosHatsuburi:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_ZyronicClaw.cs:Server.Items.ZyronicClaw:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/System/Obsolete/GardenTool.cs:Server.Items.GardenTool:v0","Hard","Save","Serialized kind Controller; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/System/Obsolete/HerbalistCauldron.cs:Server.Items.HerbalistCauldron:v0","Hard","Save","Serialized kind Controller; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/System/Obsolete/MixingCauldron.cs:Server.Items.MixingCauldron:v0","Hard","Save","Serialized kind Controller; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/System/Obsolete/MixingCauldron.cs:Server.Items.MixingSpoon:v0","Hard","Save","Serialized kind Controller; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/System/Obsolete/Obsolete.cs:Server.Items.AmethystWyrm:v0","Hard","Save","Serialized kind Mobile; move risk UnknownUntilSaveTest; review status NeedsSourceReview.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/System/Obsolete/Obsolete.cs:Server.Items.AncientFarmersKasa:v2","Hard","Save","Serialized kind Controller; move risk UnknownUntilSaveTest; review status NeedsSourceReview.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/System/Obsolete/Obsolete.cs:Server.Items.AncientNightmare:v0","Hard","Save","Serialized kind Mobile; move risk UnknownUntilSaveTest; review status NeedsSourceReview.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/System/Obsolete/Obsolete.cs:Server.Items.AncientSamuraiDo:v0","Hard","Save","Serialized kind Controller; move risk UnknownUntilSaveTest; review status NeedsSourceReview.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/System/Obsolete/Obsolete.cs:Server.Items.AncientUrn:v0","Hard","Save","Serialized kind Controller; move risk UnknownUntilSaveTest; review status NeedsSourceReview.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/System/Obsolete/Obsolete.cs:Server.Items.ArmsOfTacticalExcellence:v0","Hard","Save","Serialized kind Controller; move risk UnknownUntilSaveTest; review status NeedsSourceReview.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/System/Obsolete/Obsolete.cs:Server.Items.AssassinShroud:v0","Hard","Save","Serialized kind Controller; move risk UnknownUntilSaveTest; review status NeedsSourceReview.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/System/Obsolete/Obsolete.cs:Server.Items.AxeBeak:v0","Hard","Save","Serialized kind Mobile; move risk UnknownUntilSaveTest; review status NeedsSourceReview.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/System/Obsolete/Obsolete.cs:Server.Items.BaseFactionGuard:v0","Hard","Save","Serialized kind Mobile; move risk UnknownUntilSaveTest; review status NeedsSourceReview.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/System/Obsolete/Obsolete.cs:Server.Items.BaseFactionTrap:v0","Hard","Save","Serialized kind Controller; move risk UnknownUntilSaveTest; review status NeedsSourceReview.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/System/Obsolete/Obsolete.cs:Server.Items.BaseFactionTrapDeed:v0","Hard","Save","Serialized kind Deed; move risk UnknownUntilSaveTest; review status NeedsSourceReview.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/System/Obsolete/Obsolete.cs:Server.Items.BaseFactionVendor:v0","Hard","Save","Serialized kind Controller; move risk UnknownUntilSaveTest; review status NeedsSourceReview.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/System/Obsolete/Obsolete.cs:Server.Items.BaseMonolith:v0","Hard","Save","Serialized kind Controller; move risk UnknownUntilSaveTest; review status NeedsSourceReview.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/System/Obsolete/Obsolete.cs:Server.Items.BasePigmentsOfIslesDread:v1","Hard","Save","Serialized kind Controller; move risk UnknownUntilSaveTest; review status NeedsSourceReview.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/System/Obsolete/Obsolete.cs:Server.Items.BaseQuester:v0","Hard","Save","Serialized kind Controller; move risk UnknownUntilSaveTest; review status NeedsSourceReview.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/System/Obsolete/Obsolete.cs:Server.Items.BaseSystemController:v0","Hard","Save","Serialized kind Controller; move risk UnknownUntilSaveTest; review status NeedsSourceReview.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/System/Obsolete/Obsolete.cs:Server.Items.Basilisk:v0","Hard","Save","Serialized kind Mobile; move risk UnknownUntilSaveTest; review status NeedsSourceReview.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/System/Obsolete/Obsolete.cs:Server.Items.BlackDragon:v0","Hard","Save","Serialized kind Mobile; move risk UnknownUntilSaveTest; review status NeedsSourceReview.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/System/Obsolete/Obsolete.cs:Server.Items.BlackLotusHood:v1","Hard","Save","Serialized kind Controller; move risk UnknownUntilSaveTest; review status NeedsSourceReview.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/System/Obsolete/Obsolete.cs:Server.Items.BlueDragon:v0","Hard","Save","Serialized kind Mobile; move risk UnknownUntilSaveTest; review status NeedsSourceReview.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/System/Obsolete/Obsolete.cs:Server.Items.BronzeStatueMaker:vUnknown","Hard","Save","Serialized kind Controller; move risk UnknownUntilSaveTest; review status NeedsSourceReview.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/System/Obsolete/Obsolete.cs:Server.Items.Bullradon:v0","Hard","Save","Serialized kind Mobile; move risk UnknownUntilSaveTest; review status NeedsSourceReview.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/System/Obsolete/Obsolete.cs:Server.Items.Candidate:vUnknown","Hard","Save","Serialized kind Controller; move risk UnknownUntilSaveTest; review status NeedsSourceReview.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/System/Obsolete/Obsolete.cs:Server.Items.CaveBear:v0","Hard","Save","Serialized kind Mobile; move risk UnknownUntilSaveTest; review status NeedsSourceReview.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/System/Obsolete/Obsolete.cs:Server.Items.CharacterDatabase:v3","Hard","Save","Serialized kind Controller; move risk UnknownUntilSaveTest; review status NeedsSourceReview.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/System/Obsolete/Obsolete.cs:Server.Items.CharacterStatue:vUnknown","Hard","Save","Serialized kind Mobile; move risk UnknownUntilSaveTest; review status NeedsSourceReview.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/System/Obsolete/Obsolete.cs:Server.Items.CharacterStatueDeed:vUnknown","Hard","Save","Serialized kind Deed; move risk UnknownUntilSaveTest; review status NeedsSourceReview.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/System/Obsolete/Obsolete.cs:Server.Items.CharacterStatueMaker:vUnknown","Hard","Save","Serialized kind Controller; move risk UnknownUntilSaveTest; review status NeedsSourceReview.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/System/Obsolete/Obsolete.cs:Server.Items.CharacterStatuePlinth:vUnknown","Hard","Save","Serialized kind Controller; move risk UnknownUntilSaveTest; review status NeedsSourceReview.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/System/Obsolete/Obsolete.cs:Server.Items.ChestOfHeirlooms:v0","Hard","Save","Serialized kind Controller; move risk UnknownUntilSaveTest; review status NeedsSourceReview.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/System/Obsolete/Obsolete.cs:Server.Items.DaimyosHelm:v0","Hard","Save","Serialized kind Controller; move risk UnknownUntilSaveTest; review status NeedsSourceReview.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/System/Obsolete/Obsolete.cs:Server.Items.DarkenedSky:v0","Hard","Save","Serialized kind Controller; move risk UnknownUntilSaveTest; review status NeedsSourceReview.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/System/Obsolete/Obsolete.cs:Server.Items.DarkUnicorn:v0","Hard","Save","Serialized kind Mobile; move risk UnknownUntilSaveTest; review status NeedsSourceReview.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/System/Obsolete/Obsolete.cs:Server.Items.DeepSeaDragon:v0","Hard","Save","Serialized kind Mobile; move risk UnknownUntilSaveTest; review status NeedsSourceReview.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/System/Obsolete/Obsolete.cs:Server.Items.DemonForks:v0","Hard","Save","Serialized kind Controller; move risk UnknownUntilSaveTest; review status NeedsSourceReview.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/System/Obsolete/Obsolete.cs:Server.Items.DesertWyrm:v0","Hard","Save","Serialized kind Mobile; move risk UnknownUntilSaveTest; review status NeedsSourceReview.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/System/Obsolete/Obsolete.cs:Server.Items.DireWolf:v0","Hard","Save","Serialized kind Mobile; move risk UnknownUntilSaveTest; review status NeedsSourceReview.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/System/Obsolete/Obsolete.cs:Server.Items.DoorTimeLord:v0","Hard","Save","Serialized kind Controller; move risk UnknownUntilSaveTest; review status NeedsSourceReview.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/System/Obsolete/Obsolete.cs:Server.Items.Dragon:v0","Hard","Save","Serialized kind Mobile; move risk UnknownUntilSaveTest; review status NeedsSourceReview.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/System/Obsolete/Obsolete.cs:Server.Items.DragonNunchaku:v0","Hard","Save","Serialized kind Controller; move risk UnknownUntilSaveTest; review status NeedsSourceReview.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/System/Obsolete/Obsolete.cs:Server.Items.DynamicTeleporter:v0","Hard","Save","Serialized kind Controller; move risk UnknownUntilSaveTest; review status NeedsSourceReview.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/System/Obsolete/Obsolete.cs:Server.Items.ElderBlackBear:v0","Hard","Save","Serialized kind Mobile; move risk UnknownUntilSaveTest; review status NeedsSourceReview.","SerializationRegister"
"Obsolete Scripts","Item Object Graph","Serialization","Data/Scripts/System/Obsolete/Obsolete.cs:Server.Items.ElderBrownBear:v0","Hard","Save","Serialized kind Mobile; move risk UnknownUntilSaveTest; review status NeedsSourceReview.","SerializationRegister"
