"Path","Root","PrimaryRole","SecondaryRoles","System","Namespace","Types","IncludedInScriptsProject","ProjectTruthAction","Commands","Hooks","SerializedTypes","Gumps","ConfigData","Evidence"
"Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_BladeDance.cs","Items","Persistence","CombatPolicy;ItemContent;LegacyCompatibility","Items:Magical","Server.Items","class:BladeDance","True","Keep","","","class:BladeDance","","","combat/magic policy path marker; Items root; legacy/obsolete path marker; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_BladeOfInsanity.cs","Items","Persistence","CombatPolicy;ItemContent;LegacyCompatibility","Items:Magical","Server.Items","class:BladeOfInsanity","True","Keep","","","class:BladeOfInsanity","","","combat/magic policy path marker; Items root; legacy/obsolete path marker; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_BladeOfTheRighteous.cs","Items","Persistence","CombatPolicy;ItemContent;LegacyCompatibility","Items:Magical","Server.Items","class:BladeOfTheRighteous","True","Keep","","","class:BladeOfTheRighteous","","","combat/magic policy path marker; Items root; legacy/obsolete path marker; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_BlazeOfDeath.cs","Items","Persistence","CombatPolicy;ItemContent;LegacyCompatibility","Items:Magical","Server.Items","class:BlazeOfDeath","True","Keep","","","class:BlazeOfDeath","","","combat/magic policy path marker; Items root; legacy/obsolete path marker; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_BlightGrippedLongbow.cs","Items","Persistence","CombatPolicy;ItemContent;LegacyCompatibility","Items:Magical","Server.Items","class:BlightGrippedLongbow","True","Keep","","","class:BlightGrippedLongbow","","","combat/magic policy path marker; Items root; legacy/obsolete path marker; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_BloodwoodSpirit.cs","Items","Persistence","CombatPolicy;ItemContent;LegacyCompatibility","Items:Magical","Server.Items","class:BloodwoodSpirit","True","Keep","","","class:BloodwoodSpirit","","","combat/magic policy path marker; Items root; legacy/obsolete path marker; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_BoneCrusher.cs","Items","Persistence","CombatPolicy;ItemContent;LegacyCompatibility","Items:Magical","Server.Items","class:BoneCrusher","True","Keep","","","class:BoneCrusher","","","combat/magic policy path marker; Items root; legacy/obsolete path marker; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_Bonesmasher.cs","Items","Persistence","CombatPolicy;ItemContent;LegacyCompatibility","Items:Magical","Server.Items","class:Bonesmasher","True","Keep","","","class:Bonesmasher","","","combat/magic policy path marker; Items root; legacy/obsolete path marker; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_BookOfKnowledge.cs","Items","Persistence","CombatPolicy;ItemContent;LegacyCompatibility","Items:Magical","Server.Items","class:BookOfKnowledge","True","Keep","","","class:BookOfKnowledge","","","combat/magic policy path marker; Items root; legacy/obsolete path marker; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_Boomstick.cs","Items","Persistence","CombatPolicy;ItemContent;LegacyCompatibility","Items:Magical","Server.Items","class:Boomstick","True","Keep","","","class:Boomstick","","","combat/magic policy path marker; Items root; legacy/obsolete path marker; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_BootsofHermes.cs","Items","Persistence","CombatPolicy;ItemContent;LegacyCompatibility","Items:Magical","Server.Items","class:BootsofHermes","True","Keep","","","class:BootsofHermes","","","combat/magic policy path marker; Items root; legacy/obsolete path marker; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_BowOfTheJukaKing.cs","Items","Persistence","CombatPolicy;ItemContent;LegacyCompatibility","Items:Magical","Server.Items","class:BowOfTheJukaKing","True","Keep","","","class:BowOfTheJukaKing","","","combat/magic policy path marker; Items root; legacy/obsolete path marker; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_BowofthePhoenix.cs","Items","Persistence","CombatPolicy;ItemContent;LegacyCompatibility","Items:Magical","Server.Items","class:BowofthePhoenix","True","Keep","","","class:BowofthePhoenix","","","combat/magic policy path marker; Items root; legacy/obsolete path marker; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_BraceletOfHealth.cs","Items","Persistence","CombatPolicy;ItemContent;LegacyCompatibility","Items:Magical","Server.Items","class:BraceletOfHealth","True","Keep","","","class:BraceletOfHealth","","","combat/magic policy path marker; Items root; legacy/obsolete path marker; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_BraceletOfTheElements.cs","Items","Persistence","CombatPolicy;ItemContent;LegacyCompatibility","Items:Magical","Server.Items","class:BraceletOfTheElements","True","Keep","","","class:BraceletOfTheElements","","","combat/magic policy path marker; Items root; legacy/obsolete path marker; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_BraceletOfTheVile.cs","Items","Persistence","CombatPolicy;ItemContent;LegacyCompatibility","Items:Magical","Server.Items","class:BraceletOfTheVile","True","Keep","","","class:BraceletOfTheVile","","","combat/magic policy path marker; Items root; legacy/obsolete path marker; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_BrambleCoat.cs","Items","Persistence","CombatPolicy;ItemContent;LegacyCompatibility","Items:Magical","Server.Items","class:BrambleCoat","True","Keep","","","class:BrambleCoat","","","combat/magic policy path marker; Items root; legacy/obsolete path marker; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_BraveKnightOfTheBritannia.cs","Items","Persistence","CombatPolicy;ItemContent;LegacyCompatibility","Items:Magical","Server.Items","class:BraveKnightOfTheBritannia","True","Keep","","","class:BraveKnightOfTheBritannia","","","combat/magic policy path marker; Items root; legacy/obsolete path marker; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_BreathOfTheDead.cs","Items","Persistence","CombatPolicy;ItemContent;LegacyCompatibility","Items:Magical","Server.Items","class:BreathOfTheDead","True","Keep","","","class:BreathOfTheDead","","","combat/magic policy path marker; Items root; legacy/obsolete path marker; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_BurglarsBandana.cs","Items","Persistence","CombatPolicy;ItemContent;LegacyCompatibility","Items:Magical","Server.Items","class:BurglarsBandana","True","Keep","","","class:BurglarsBandana","","","combat/magic policy path marker; Items root; legacy/obsolete path marker; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_Calm.cs","Items","Persistence","CombatPolicy;ItemContent;LegacyCompatibility","Items:Magical","Server.Items","class:Calm","True","Keep","","","class:Calm","","","combat/magic policy path marker; Items root; legacy/obsolete path marker; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_Candles.cs","Items","Persistence","CombatPolicy;ItemContent;LegacyCompatibility","Items:Magical","Server.Items","class:CandleCold;class:CandleFire;class:CandlePoison;class:CandleEnergy;class:CandleWizard;class:CandleNecromancer","True","Keep","","","class:CandleCold;class:CandleFire;class:CandlePoison;class:CandleEnergy;class:CandleWizard;class:CandleNecromancer","","","combat/magic policy path marker; Items root; legacy/obsolete path marker; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_CapOfFortune.cs","Items","Persistence","CombatPolicy;ItemContent;LegacyCompatibility","Items:Magical","Server.Items","class:CapOfFortune","True","Keep","","","class:CapOfFortune","","","combat/magic policy path marker; Items root; legacy/obsolete path marker; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_CapOfTheFallenKing.cs","Items","Persistence","CombatPolicy;ItemContent;LegacyCompatibility","Items:Magical","Server.Items","class:CapOfTheFallenKing","True","Keep","","","class:CapOfTheFallenKing","","","combat/magic policy path marker; Items root; legacy/obsolete path marker; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_CaptainJohnsHat.cs","Items","Persistence","CombatPolicy;ItemContent;LegacyCompatibility","Items:Magical","Server.Items","class:CaptainJohnsHat","True","Keep","","","class:CaptainJohnsHat","","","combat/magic policy path marker; Items root; legacy/obsolete path marker; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_CaptainQuacklebushsCutlass.cs","Items","Persistence","CombatPolicy;ItemContent;LegacyCompatibility","Items:Magical","Server.Items","class:CaptainQuacklebushsCutlass","True","Keep","","","class:CaptainQuacklebushsCutlass","","","combat/magic policy path marker; Items root; legacy/obsolete path marker; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_CavortingClub.cs","Items","Persistence","CombatPolicy;ItemContent;LegacyCompatibility","Items:Magical","Server.Items","class:CavortingClub","True","Keep","","","class:CavortingClub","","","combat/magic policy path marker; Items root; legacy/obsolete path marker; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_CircletOfTheSorceress.cs","Items","Persistence","CombatPolicy;ItemContent;LegacyCompatibility","Items:Magical","Server.Items","class:CircletOfTheSorceress","True","Keep","","","class:CircletOfTheSorceress","","","combat/magic policy path marker; Items root; legacy/obsolete path marker; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_CoifOfBane.cs","Items","Persistence","CombatPolicy;ItemContent;LegacyCompatibility","Items:Magical","Server.Items","class:CoifOfBane","True","Keep","","","class:CoifOfBane","","","combat/magic policy path marker; Items root; legacy/obsolete path marker; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_CoifOfFire.cs","Items","Persistence","CombatPolicy;ItemContent;LegacyCompatibility","Items:Magical","Server.Items","class:CoifOfFire","True","Keep","","","class:CoifOfFire","","","combat/magic policy path marker; Items root; legacy/obsolete path marker; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_ColdBlood.cs","Items","Persistence","CombatPolicy;ItemContent;LegacyCompatibility","Items:Magical","Server.Items","class:ColdBlood","True","Keep","","","class:ColdBlood","","","combat/magic policy path marker; Items root; legacy/obsolete path marker; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_ColdForgedBlade.cs","Items","Persistence","CombatPolicy;ItemContent;LegacyCompatibility","Items:Magical","Server.Items","class:ColdForgedBlade","True","Keep","","","class:ColdForgedBlade","","","combat/magic policy path marker; Items root; legacy/obsolete path marker; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_ConansHelm.cs","Items","Persistence","CombatPolicy;ItemContent;LegacyCompatibility","Items:Magical","Server.Items","class:ConansHelm","True","Keep","","","class:ConansHelm","","","combat/magic policy path marker; Items root; legacy/obsolete path marker; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_ConansLoinCloth.cs","Items","Persistence","CombatPolicy;ItemContent;LegacyCompatibility","Items:Magical","Server.Items","class:ConansLoinCloth","True","Keep","","","class:ConansLoinCloth","","","combat/magic policy path marker; Items root; legacy/obsolete path marker; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_ConansSword.cs","Items","Persistence","CombatPolicy;ItemContent;LegacyCompatibility","Items:Magical","Server.Items","class:ConansSword","True","Keep","","","class:ConansSword","","","combat/magic policy path marker; Items root; legacy/obsolete path marker; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_CrimsonCincture.cs","Items","Persistence","CombatPolicy;ItemContent;LegacyCompatibility","Items:Magical","Server.Items","class:CrimsonCincture","True","Keep","","","class:CrimsonCincture","","","combat/magic policy path marker; Items root; legacy/obsolete path marker; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_CrownOfTalKeesh.cs","Items","Persistence","CombatPolicy;ItemContent;LegacyCompatibility","Items:Magical","Server.Items","class:CrownOfTalKeesh","True","Keep","","","class:CrownOfTalKeesh","","","combat/magic policy path marker; Items root; legacy/obsolete path marker; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_DaggerOfVenom.cs","Items","Persistence","CombatPolicy;ItemContent;LegacyCompatibility","Items:Magical","Server.Items","class:DaggerOfVenom","True","Keep","","","class:DaggerOfVenom","","","combat/magic policy path marker; Items root; legacy/obsolete path marker; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_DarkGuardiansChest.cs","Items","Persistence","CombatPolicy;ItemContent;LegacyCompatibility","Items:Magical","Server.Items","class:DarkGuardiansChest","True","Keep","","","class:DarkGuardiansChest","","","combat/magic policy path marker; Items root; legacy/obsolete path marker; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_DarkLordsPitchfork.cs","Items","Persistence","CombatPolicy;ItemContent;LegacyCompatibility","Items:Magical","Server.Items","class:DarkLordsPitchfork","True","Keep","","","class:DarkLordsPitchfork","","","combat/magic policy path marker; Items root; legacy/obsolete path marker; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_DarkNeck.cs","Items","Persistence","CombatPolicy;ItemContent;LegacyCompatibility","Items:Magical","Server.Items","class:DarkNeck","True","Keep","","","class:DarkNeck","","","combat/magic policy path marker; Items root; legacy/obsolete path marker; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_DeathsMask.cs","Items","Persistence","CombatPolicy;ItemContent;LegacyCompatibility","Items:Magical","Server.Items","class:DeathsMask","True","Keep","","","class:DeathsMask","","","combat/magic policy path marker; Items root; legacy/obsolete path marker; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_DetectiveBoots.cs","Items","Persistence","CombatPolicy;ItemContent;LegacyCompatibility","Items:Magical","Server.Items","class:DetectiveBoots","True","Keep","","","class:DetectiveBoots","","","combat/magic policy path marker; Items root; legacy/obsolete path marker; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_DivineArms.cs","Items","Persistence","CombatPolicy;ItemContent;LegacyCompatibility","Items:Magical","Server.Items","class:DivineArms","True","Keep","","","class:DivineArms","","","combat/magic policy path marker; Items root; legacy/obsolete path marker; serialization marker"
